tokens,clean_text,stemmed_tokens,stemmed_text
"['penuh', 'perjuangan', 'tawa', 'air', 'mata', 'cinta', 'film', 'animasi', 'jumbo', 'menyapa', 'lahir', 'penuh', 'tantangan', 'tumbuh', 'casts', 'ratusan', 'talenta', 'kreatif', 'indonesia']",penuh perjuangan tawa air mata cinta film animasi jumbo menyapa lahir penuh tantangan tumbuh casts ratusan talenta kreatif indonesia,"['penuh', 'juang', 'tawa', 'air', 'mata', 'cinta', 'film', 'animasi', 'jumbo', 'sapa', 'lahir', 'penuh', 'tantang', 'tumbuh', 'casts', 'ratus', 'talenta', 'kreatif', 'indonesia']",penuh juang tawa air mata cinta film animasi jumbo sapa lahir penuh tantang tumbuh casts ratus talenta kreatif indonesia
"['teman', 'teman', 'lupa', 'nonton', 'film', 'jumbo', 'ya', 'ayo', 'support', 'film', 'animasi', 'indonesia', 'filmnya', 'emang', 'beneran', 'bagus', 'storynya', 'bagus', 'animasinya', 'keren', 'banget', 'gak', 'kaku', 'fluid', 'karakter', 'nya', 'bagus', 'lucu', 'voicenya', 'gak', 'kaku', 'nyaman', 'didenger']",teman teman lupa nonton film jumbo ya ayo support film animasi indonesia filmnya emang beneran bagus storynya bagus animasinya keren banget gak kaku fluid karakter nya bagus lucu voicenya gak kaku nyaman didenger,"['teman', 'teman', 'lupa', 'nonton', 'film', 'jumbo', 'ya', 'ayo', 'support', 'film', 'animasi', 'indonesia', 'film', 'emang', 'beneran', 'bagus', 'storynya', 'bagus', 'animasi', 'keren', 'banget', 'gak', 'kaku', 'fluid', 'karakter', 'nya', 'bagus', 'lucu', 'voicenya', 'gak', 'kaku', 'nyaman', 'didenger']",teman teman lupa nonton film jumbo ya ayo support film animasi indonesia film emang beneran bagus storynya bagus animasi keren banget gak kaku fluid karakter nya bagus lucu voicenya gak kaku nyaman didenger
"['film', 'jumbo', 'hadir', 'anakanak', 'anakanak', 'bangganya', 'indonesia', 'kedatangan', 'film', 'animasi', 'anakanak', 'bangsa', 'tontonan', 'sesuai', 'umur', 'i', 'cant', 'wait', 'to', 'go', 'to', 'the', 'cinema', 'huhuhu', 'soon']",film jumbo hadir anakanak anakanak bangganya indonesia kedatangan film animasi anakanak bangsa tontonan sesuai umur i cant wait to go to the cinema huhuhu soon,"['film', 'jumbo', 'hadir', 'anakanak', 'anakanak', 'bangga', 'indonesia', 'datang', 'film', 'animasi', 'anakanak', 'bangsa', 'tonton', 'sesuai', 'umur', 'i', 'cant', 'wait', 'to', 'go', 'to', 'the', 'cema', 'huhuhu', 'soon']",film jumbo hadir anakanak anakanak bangga indonesia datang film animasi anakanak bangsa tonton sesuai umur i cant wait to go to the cema huhuhu soon
"['gambar', 'kagum', 'film', 'indonesia', 'animasi', 'gambar', 'warna', 'aspek', 'visual', 'kelas', 'film', 'jumbo', 'makasi', 'ya', 'mas', 'udh', 'film']",gambar kagum film indonesia animasi gambar warna aspek visual kelas film jumbo makasi ya mas udh film,"['gambar', 'kagum', 'film', 'indonesia', 'animasi', 'gambar', 'warna', 'aspek', 'visual', 'kelas', 'film', 'jumbo', 'makas', 'ya', 'mas', 'udh', 'film']",gambar kagum film indonesia animasi gambar warna aspek visual kelas film jumbo makas ya mas udh film
"['kalo', 'ngeliat', 'atmin', 'yg', 'gencar', 'promosi', 'like', 'based', 'on', 'jumbo', 'word', 'ngedobrak', 'industri', 'film', 'animasi', 'indonesia', 'biar', 'yg', 'woke', 'agenda', 'ampe', 'mampus', 'serah', 'u', 'deh', 'uhuk', 'dspah', 'disney', 'sampah']",kalo ngeliat atmin yg gencar promosi like based on jumbo word ngedobrak industri film animasi indonesia biar yg woke agenda ampe mampus serah u deh uhuk dspah disney sampah,"['kalo', 'ngeliat', 'atmin', 'yg', 'gencar', 'promosi', 'like', 'based', 'on', 'jumbo', 'word', 'ngedobrak', 'industri', 'film', 'animasi', 'indonesia', 'biar', 'yg', 'woke', 'agenda', 'ampe', 'mampus', 'serah', 'u', 'deh', 'uhuk', 'dspah', 'disney', 'sampah']",kalo ngeliat atmin yg gencar promosi like based on jumbo word ngedobrak industri film animasi indonesia biar yg woke agenda ampe mampus serah u deh uhuk dspah disney sampah
"['lupa', 'nonton', 'jumbo', 'huweee', 'memajukan', 'film', 'animasi', 'indonesia', 'jugaaaa']",lupa nonton jumbo huweee memajukan film animasi indonesia jugaaaa,"['lupa', 'nonton', 'jumbo', 'huweee', 'maju', 'film', 'animasi', 'indonesia', 'jugaaaa']",lupa nonton jumbo huweee maju film animasi indonesia jugaaaa
"['maksudnya', 'kayak', 'jalan', 'pagi', 'push', 'up', 'sit', 'up', 'squat', 'gitu', 'ya', 'maksudnya', 'tuh', 'kayak', 'samasama', 'dukung', 'animasi', 'indonesia', 'gitu', 'loh', 'ya', 'ya', 'ya']",maksudnya kayak jalan pagi push up sit up squat gitu ya maksudnya tuh kayak samasama dukung animasi indonesia gitu loh ya ya ya,"['maksud', 'kayak', 'jalan', 'pagi', 'push', 'up', 'sit', 'up', 'squat', 'gitu', 'ya', 'maksud', 'tuh', 'kayak', 'samasama', 'dukung', 'animasi', 'indonesia', 'gitu', 'loh', 'ya', 'ya', 'ya']",maksud kayak jalan pagi push up sit up squat gitu ya maksud tuh kayak samasama dukung animasi indonesia gitu loh ya ya ya
"['udah', 'memperjuangkan', 'animasi', 'indonesia', 'ikutan', 'hormat', 'salam', 'sayang', 'sebesarbesarnya', 'hasil', 'inspirasi', 'mimpi', 'orang', 'bener', 'banget', 'setelahku', 'bergerak', 'please']",udah memperjuangkan animasi indonesia ikutan hormat salam sayang sebesarbesarnya hasil inspirasi mimpi orang bener banget setelahku bergerak please,"['udah', 'juang', 'animasi', 'indonesia', 'ikut', 'hormat', 'salam', 'sayang', 'sebesarbesarnya', 'hasil', 'inspirasi', 'mimpi', 'orang', 'bener', 'banget', 'telah', 'gerak', 'please']",udah juang animasi indonesia ikut hormat salam sayang sebesarbesarnya hasil inspirasi mimpi orang bener banget telah gerak please
"['film', 'jumbo', 'animasinya', 'ala', 'pixar', 'semoga', 'film', 'animasi', 'indonesia', 'sekeren', 'jumbo', 'alaala', 'donghua', 'can', 'you', 'imagine', 'silat', 'dasar', 'kultivasi', 'animasi', 'bela', 'style', 'bangunan', 'klansekte', 'ala', 'kerajaan', 'jawa', 'sumatera', 'kalimantan', 'sulawesi']",film jumbo animasinya ala pixar semoga film animasi indonesia sekeren jumbo alaala donghua can you imagine silat dasar kultivasi animasi bela style bangunan klansekte ala kerajaan jawa sumatera kalimantan sulawesi,"['film', 'jumbo', 'animasi', 'ala', 'pixar', 'moga', 'film', 'animasi', 'indonesia', 'keren', 'jumbo', 'alaala', 'donghua', 'can', 'you', 'imagine', 'silat', 'dasar', 'kultivasi', 'animasi', 'bela', 'style', 'bangun', 'klansekte', 'ala', 'raja', 'jawa', 'sumatera', 'kalimantan', 'sulawesi']",film jumbo animasi ala pixar moga film animasi indonesia keren jumbo alaala donghua can you imagine silat dasar kultivasi animasi bela style bangun klansekte ala raja jawa sumatera kalimantan sulawesi
"['indonesia', 'tau', 'film', 'animasi', 'bagus', 'namanya', 'jumbo', 'happy', 'mewek', 'happy', 'mewek']",indonesia tau film animasi bagus namanya jumbo happy mewek happy mewek,"['indonesia', 'tau', 'film', 'animasi', 'bagus', 'nama', 'jumbo', 'happy', 'mewek', 'happy', 'mewek']",indonesia tau film animasi bagus nama jumbo happy mewek happy mewek
"['ya', 'sempurna', 'mayan', 'terharu', 'film', 'jumbo', 'animasinya', 'bagus', 'banget', 'music', 'scoringnya', 'keren', 'amp', 'megah', 'soundtracknya', 'cakep', 'film', 'animasi', 'indonesia', 'cerah', 'beneran', 'berharap', 'semoga', 'meraih', 'penonton', 'yg', 'masif']",ya sempurna mayan terharu film jumbo animasinya bagus banget music scoringnya keren amp megah soundtracknya cakep film animasi indonesia cerah beneran berharap semoga meraih penonton yg masif,"['ya', 'sempurna', 'mayan', 'haru', 'film', 'jumbo', 'animasi', 'bagus', 'banget', 'music', 'scoringnya', 'keren', 'amp', 'megah', 'soundtracknya', 'cakep', 'film', 'animasi', 'indonesia', 'cerah', 'beneran', 'harap', 'moga', 'raih', 'tonton', 'yg', 'masif']",ya sempurna mayan haru film jumbo animasi bagus banget music scoringnya keren amp megah soundtracknya cakep film animasi indonesia cerah beneran harap moga raih tonton yg masif
"['film', 'jumbo', 'emang', 'seseru', 'indonesia', 'wajib', 'tauu', 'kalo', 'indo', 'animasi', 'sekeren']",film jumbo emang seseru indonesia wajib tauu kalo indo animasi sekeren,"['film', 'jumbo', 'emang', 'seru', 'indonesia', 'wajib', 'tauu', 'kalo', 'indo', 'animasi', 'keren']",film jumbo emang seru indonesia wajib tauu kalo indo animasi keren
"['lebaran', 'nonton', 'film', 'jumbo', 'film', 'animasi', 'buatan', 'indonesia', 'segi', 'bahasa', 'indonesia', 'bgt', 'bahasanya', 'gaul', 'abis', 'makanan', 'film', 'pakai', 'merek', 'indonesia', 'ceritanya', 'seru', 'gak', 'ngebosenin', 'kalaian', 'wajib', 'nonton', 'sih', 'plot', 'twist', 'nya']",lebaran nonton film jumbo film animasi buatan indonesia segi bahasa indonesia bgt bahasanya gaul abis makanan film pakai merek indonesia ceritanya seru gak ngebosenin kalaian wajib nonton sih plot twist nya,"['lebaran', 'nonton', 'film', 'jumbo', 'film', 'animasi', 'buat', 'indonesia', 'segi', 'bahasa', 'indonesia', 'bgt', 'bahasa', 'gaul', 'abis', 'makan', 'film', 'pakai', 'merek', 'indonesia', 'cerita', 'seru', 'gak', 'ngebosenin', 'kalai', 'wajib', 'nonton', 'sih', 'plot', 'twist', 'nya']",lebaran nonton film jumbo film animasi buat indonesia segi bahasa indonesia bgt bahasa gaul abis makan film pakai merek indonesia cerita seru gak ngebosenin kalai wajib nonton sih plot twist nya
"['jumbo', 'coba', 'kak', 'yg', 'nonton', 'crew', 'proyek', 'film', 'semangat', 'jarang', 'film', 'animasi', 'indonesia', 'piala', 'citra', 'kategori', 'film', 'animasi', 'filmnya']",jumbo coba kak yg nonton crew proyek film semangat jarang film animasi indonesia piala citra kategori film animasi filmnya,"['jumbo', 'coba', 'kak', 'yg', 'nonton', 'crew', 'proyek', 'film', 'semangat', 'jarang', 'film', 'animasi', 'indonesia', 'piala', 'citra', 'kategori', 'film', 'animasi', 'film']",jumbo coba kak yg nonton crew proyek film semangat jarang film animasi indonesia piala citra kategori film animasi film
"['juki', 'nussa', 'rarra', 'tahilalat', 'genre', 'horor', 'nama', 'joko', 'anwar', 'dukung', 'film', 'jumbo', 'thx', 'udah', 'bukain', 'pintu', 'lebar', 'animasi', 'indonesia', 'yg', 'cerah', 'bang']",juki nussa rarra tahilalat genre horor nama joko anwar dukung film jumbo thx udah bukain pintu lebar animasi indonesia yg cerah bang,"['juki', 'nussa', 'rarra', 'tahilalat', 'genre', 'horor', 'nama', 'joko', 'anwar', 'dukung', 'film', 'jumbo', 'thx', 'udah', 'bukain', 'pintu', 'lebar', 'animasi', 'indonesia', 'yg', 'cerah', 'bang']",juki nussa rarra tahilalat genre horor nama joko anwar dukung film jumbo thx udah bukain pintu lebar animasi indonesia yg cerah bang
"['barusan', 'nonton', 'jumbo', 'anak', 'tumben', 'nonton', 'seriusbahkan', 'sampe', 'nangisselesai', 'film', 'jg', 'nangis', 'lagifilmnya', 'bagusmudah', 'dicerna', 'anaksemoga', 'kedepannya', 'film', 'animasi', 'indonesia', 'sebagus']",barusan nonton jumbo anak tumben nonton seriusbahkan sampe nangisselesai film jg nangis lagifilmnya bagusmudah dicerna anaksemoga kedepannya film animasi indonesia sebagus,"['barusan', 'nonton', 'jumbo', 'anak', 'tumben', 'nonton', 'seriusbahkan', 'sampe', 'nangisselesai', 'film', 'jg', 'nang', 'lagifilmnya', 'bagusmudah', 'cerna', 'anaksemoga', 'depan', 'film', 'animasi', 'indonesia', 'bagus']",barusan nonton jumbo anak tumben nonton seriusbahkan sampe nangisselesai film jg nang lagifilmnya bagusmudah cerna anaksemoga depan film animasi indonesia bagus
"['min', 'seruuu', 'bgttt', 'ngga', 'ngebosenin', 'samsek', 'semoga', 'kedepannya', 'animasi', 'indonesia', 'bagusss', 'layaknya', 'film', 'jumbo']",min seruuu bgttt ngga ngebosenin samsek semoga kedepannya animasi indonesia bagusss layaknya film jumbo,"['min', 'seruuu', 'bgttt', 'ngga', 'ngebosenin', 'samsek', 'moga', 'depan', 'animasi', 'indonesia', 'bagusss', 'layak', 'film', 'jumbo']",min seruuu bgttt ngga ngebosenin samsek moga depan animasi indonesia bagusss layak film jumbo
"['honest', 'review', 'nonton', 'jumbo', 'pas', 'nonton', 'gue', 'gue', 'ngerasa', 'animasi', 'indonesia', 'tuh', 'harapan', 'ya', 'visual', 'kek', 'gini', 'semoga', 'benchmark', 'film', 'animasi', 'indo', 'dubbing', 'amp', 'scoringnya', 'mantapp']",honest review nonton jumbo pas nonton gue gue ngerasa animasi indonesia tuh harapan ya visual kek gini semoga benchmark film animasi indo dubbing amp scoringnya mantapp,"['honest', 'review', 'nonton', 'jumbo', 'pas', 'nonton', 'gue', 'gue', 'ngerasa', 'animasi', 'indonesia', 'tuh', 'harap', 'ya', 'visual', 'kek', 'gin', 'moga', 'benchmark', 'film', 'animasi', 'indo', 'dubbing', 'amp', 'scoringnya', 'mantapp']",honest review nonton jumbo pas nonton gue gue ngerasa animasi indonesia tuh harap ya visual kek gin moga benchmark film animasi indo dubbing amp scoringnya mantapp
"['btw', 'bang', 'thanks', 'bgt', 'dah', 'jumbo', 'ukuran', 'film', 'full', 'animasi', 'layar', 'indonesia', 'udah', 'keren', 'banget', 'message', 'nya', 'bagus', 'banget', 'bocil', 'umur', 'sih', 'semoga', 'laris', 'modal', 'next', 'film', 'animasi', 'keren']",btw bang thanks bgt dah jumbo ukuran film full animasi layar indonesia udah keren banget message nya bagus banget bocil umur sih semoga laris modal next film animasi keren,"['btw', 'bang', 'thanks', 'bgt', 'dah', 'jumbo', 'ukur', 'film', 'full', 'animasi', 'layar', 'indonesia', 'udah', 'keren', 'banget', 'message', 'nya', 'bagus', 'banget', 'bocil', 'umur', 'sih', 'moga', 'laris', 'modal', 'next', 'film', 'animasi', 'keren']",btw bang thanks bgt dah jumbo ukur film full animasi layar indonesia udah keren banget message nya bagus banget bocil umur sih moga laris modal next film animasi keren
"['a', 'new', 'fresh', 'look', 'for', 'local', 'animation', 'industry', 'indonesia', 'step', 'up', 'sektor', 'animasi', 'd', 'ayo', 'dukung', 'film', 'jumbo']",a new fresh look for local animation industry indonesia step up sektor animasi d ayo dukung film jumbo,"['a', 'new', 'fresh', 'look', 'for', 'local', 'animation', 'industry', 'indonesia', 'step', 'up', 'sektor', 'animasi', 'd', 'ayo', 'dukung', 'film', 'jumbo']",a new fresh look for local animation industry indonesia step up sektor animasi d ayo dukung film jumbo
"['nonton', 'film', 'jumbo', 'bioskop', 'yg', 'mewakili', 'bangga', 'sekelompok', 'orang', 'indonesia', 'animasi', 'sebagus', 'sayang', 'nilai', 'yg', 'terkandung', 'film', 'tsb', 'ndak', 'cocok', 'anak', 'paham', 'khayalan', 'fakta']",nonton film jumbo bioskop yg mewakili bangga sekelompok orang indonesia animasi sebagus sayang nilai yg terkandung film tsb ndak cocok anak paham khayalan fakta,"['nonton', 'film', 'jumbo', 'bioskop', 'yg', 'wakil', 'bangga', 'kelompok', 'orang', 'indonesia', 'animasi', 'bagus', 'sayang', 'nilai', 'yg', 'kandung', 'film', 'tsb', 'ndak', 'cocok', 'anak', 'paham', 'khayal', 'fakta']",nonton film jumbo bioskop yg wakil bangga kelompok orang indonesia animasi bagus sayang nilai yg kandung film tsb ndak cocok anak paham khayal fakta
"['rangka', 'mendukung', 'kreator', 'animasi', 'keren', 'indonesia', 'kereeenn', 'film', 'mewek', 'dikit', 'karna', 'lagu', 'yg', 'dinyanyiin', 'bravo', 'tim', 'kreator', 'film', 'jumbo', 'you', 'guys', 'deserves', 'tepuk', 'tangan', 'sebanyakbanyaknya']",rangka mendukung kreator animasi keren indonesia kereeenn film mewek dikit karna lagu yg dinyanyiin bravo tim kreator film jumbo you guys deserves tepuk tangan sebanyakbanyaknya,"['rangka', 'dukung', 'kreator', 'animasi', 'keren', 'indonesia', 'kereeenn', 'film', 'mewek', 'dikit', 'karna', 'lagu', 'yg', 'dinyanyiin', 'bravo', 'tim', 'kreator', 'film', 'jumbo', 'you', 'guys', 'deserves', 'tepuk', 'tangan', 'sebanyakbanyaknya']",rangka dukung kreator animasi keren indonesia kereeenn film mewek dikit karna lagu yg dinyanyiin bravo tim kreator film jumbo you guys deserves tepuk tangan sebanyakbanyaknya
"['mari', 'nonton', 'film', 'jumbo', 'tayang', 'layar', 'lebar', 'dukung', 'animasi', 'indonesia', 'potensi', 'bagus', 'menjalani', 'dukacita', 'pribadi', 'kuat']",mari nonton film jumbo tayang layar lebar dukung animasi indonesia potensi bagus menjalani dukacita pribadi kuat,"['mari', 'nonton', 'film', 'jumbo', 'tayang', 'layar', 'lebar', 'dukung', 'animasi', 'indonesia', 'potensi', 'bagus', 'jalan', 'dukacita', 'pribadi', 'kuat']",mari nonton film jumbo tayang layar lebar dukung animasi indonesia potensi bagus jalan dukacita pribadi kuat
"['kado', 'spesial', 'visinema', 'perfilman', 'indonesia', 'animasi', 'scriptnya', 'juara', 'jujur', 'part', 'sempet', 'ngerasa', 'bocil', 'film', 'ga', 'film', 'anak', 'film', 'kudoss']",kado spesial visinema perfilman indonesia animasi scriptnya juara jujur part sempet ngerasa bocil film ga film anak film kudoss,"['kado', 'spesial', 'visinema', 'film', 'indonesia', 'animasi', 'scriptnya', 'juara', 'jujur', 'part', 'sempet', 'ngerasa', 'bocil', 'film', 'ga', 'film', 'anak', 'film', 'kudoss']",kado spesial visinema film indonesia animasi scriptnya juara jujur part sempet ngerasa bocil film ga film anak film kudoss
"['menikmati', 'jumbo', 'animasinya', 'proper', 'dubbingnya', 'oke', 'cerita', 'twistnya', 'ya', 'wokay', 'jempol', 'rating', 'film', 'animasi', 'indonesia']",menikmati jumbo animasinya proper dubbingnya oke cerita twistnya ya wokay jempol rating film animasi indonesia,"['nikmat', 'jumbo', 'animasi', 'proper', 'dubbingnya', 'oke', 'cerita', 'twistnya', 'ya', 'wokay', 'jempol', 'rating', 'film', 'animasi', 'indonesia']",nikmat jumbo animasi proper dubbingnya oke cerita twistnya ya wokay jempol rating film animasi indonesia
"['jumbo', 'nya', 'distraksi', 'anakanak', 'anak', 'jogetjoget', 'pas', 'lagu', 'distraksi', 'wajar', 'anak', 'indonesia', 'film', 'animasi', 'sebagus', 'seberkelas']",jumbo nya distraksi anakanak anak jogetjoget pas lagu distraksi wajar anak indonesia film animasi sebagus seberkelas,"['jumbo', 'nya', 'distraksi', 'anakanak', 'anak', 'jogetjoget', 'pas', 'lagu', 'distraksi', 'wajar', 'anak', 'indonesia', 'film', 'animasi', 'bagus', 'kelas']",jumbo nya distraksi anakanak anak jogetjoget pas lagu distraksi wajar anak indonesia film animasi bagus kelas
"['abis', 'nonton', 'jumbo', 'keren', 'banget', 'indonesia', 'butuh', 'bikin', 'film', 'animasi', 'kayak', 'gini', 'seringsering']",abis nonton jumbo keren banget indonesia butuh bikin film animasi kayak gini seringsering,"['abis', 'nonton', 'jumbo', 'keren', 'banget', 'indonesia', 'butuh', 'bikin', 'film', 'animasi', 'kayak', 'gin', 'seringsering']",abis nonton jumbo keren banget indonesia butuh bikin film animasi kayak gin seringsering
"['jumbo', 'emang', 'udah', 'kayak', 'cahaya', 'film', 'animasi', 'indonesia', 'harapan', 'unjuk', 'guys']",jumbo emang udah kayak cahaya film animasi indonesia harapan unjuk guys,"['jumbo', 'emang', 'udah', 'kayak', 'cahaya', 'film', 'animasi', 'indonesia', 'harap', 'unjuk', 'guys']",jumbo emang udah kayak cahaya film animasi indonesia harap unjuk guys
"['jumbo', 'amp', 'radio', 'persekutuan', 'setan', 'kelasnya', 'standar', 'film', 'animasi', 'aindonesia', 'filmnya', 'susah', 'ngajak', 'kreator', 'indonesia', 'capek', 'pegel', 'revisinya', 'ngerjainnya', 'detail', 'hati', 'hasilnyaa', 'baguss', 'bangett', 'fantastic', 'bombastic', 'side', 'eyes', 'script', 'nya']",jumbo amp radio persekutuan setan kelasnya standar film animasi aindonesia filmnya susah ngajak kreator indonesia capek pegel revisinya ngerjainnya detail hati hasilnyaa baguss bangett fantastic bombastic side eyes script nya,"['jumbo', 'amp', 'radio', 'sekutu', 'setan', 'kelas', 'standar', 'film', 'animasi', 'aindonesia', 'film', 'susah', 'ngajak', 'kreator', 'indonesia', 'capek', 'gel', 'revisi', 'ngerjainnya', 'detail', 'hati', 'hasilnyaa', 'baguss', 'bangett', 'fantastic', 'bombastic', 'side', 'eyes', 'script', 'nya']",jumbo amp radio sekutu setan kelas standar film animasi aindonesia film susah ngajak kreator indonesia capek gel revisi ngerjainnya detail hati hasilnyaa baguss bangett fantastic bombastic side eyes script nya
"['tayangg', 'sungguh', 'diluar', 'ekspetasiku', 'ga', 'ceritanya', 'sekompleks', 'nonton', 'gak', 'percaya', 'menyaksikan', 'film', 'animasi', 'buatan', 'indonesia', 'kualitas', 'secakep', 'semoga', 'sukses', 'film', 'jumbo', 'ditunggu', 'karya']",tayangg sungguh diluar ekspetasiku ga ceritanya sekompleks nonton gak percaya menyaksikan film animasi buatan indonesia kualitas secakep semoga sukses film jumbo ditunggu karya,"['tayangg', 'sungguh', 'luar', 'ekspetasiku', 'ga', 'cerita', 'kompleks', 'nonton', 'gak', 'percaya', 'saksi', 'film', 'animasi', 'buat', 'indonesia', 'kualitas', 'cakep', 'moga', 'sukses', 'film', 'jumbo', 'tunggu', 'karya']",tayangg sungguh luar ekspetasiku ga cerita kompleks nonton gak percaya saksi film animasi buat indonesia kualitas cakep moga sukses film jumbo tunggu karya
"['pengen', 'nonton', 'jumbo', 'film', 'animasi', 'hasil', 'karya', 'orang', 'indonesia']",pengen nonton jumbo film animasi hasil karya orang indonesia,"['ken', 'nonton', 'jumbo', 'film', 'animasi', 'hasil', 'karya', 'orang', 'indonesia']",ken nonton jumbo film animasi hasil karya orang indonesia
"['loket', 'edisi', 'khusus', 'lebaran', 'selasa', 'april', 'film', 'indonesia', 'terbaru', 'animasi', 'drama', 'tragedi', 'horor', 'laga', 'urutan', 'alfabetnya', 'utk', 'urutan', 'terlakunya', 'simak']",loket edisi khusus lebaran selasa april film indonesia terbaru animasi drama tragedi horor laga urutan alfabetnya utk urutan terlakunya simak,"['loket', 'edisi', 'khusus', 'lebaran', 'selasa', 'april', 'film', 'indonesia', 'baru', 'animasi', 'drama', 'tragedi', 'horor', 'laga', 'urut', 'alfabet', 'utk', 'urut', 'laku', 'simak']",loket edisi khusus lebaran selasa april film indonesia baru animasi drama tragedi horor laga urut alfabet utk urut laku simak
"['kereen', 'bangeeett', 'suka', 'animasi', 'nya', 'karakternya', 'sempet', 'sebel', 'don', 'egoisss', 'banget', 'happy', 'ending', 'semoga', 'film', 'jumbo', 'pelopor', 'film', 'animasi', 'indonesia', 'bersanding', 'film', 'animasi', 'negeri', 'terimakasih']",kereen bangeeett suka animasi nya karakternya sempet sebel don egoisss banget happy ending semoga film jumbo pelopor film animasi indonesia bersanding film animasi negeri terimakasih,"['kereen', 'bangeeett', 'suka', 'animasi', 'nya', 'karakter', 'sempet', 'sebel', 'don', 'egoisss', 'banget', 'happy', 'ending', 'moga', 'film', 'jumbo', 'pelopor', 'film', 'animasi', 'indonesia', 'sanding', 'film', 'animasi', 'negeri', 'terimakasih']",kereen bangeeett suka animasi nya karakter sempet sebel don egoisss banget happy ending moga film jumbo pelopor film animasi indonesia sanding film animasi negeri terimakasih
"['penulisan', 'eksekusi', 'bagus', 'betull', 'animasi', 'indonesia', 'indahh', 'film', 'jumbo']",penulisan eksekusi bagus betull animasi indonesia indahh film jumbo,"['tulis', 'eksekusi', 'bagus', 'betull', 'animasi', 'indonesia', 'indahh', 'film', 'jumbo']",tulis eksekusi bagus betull animasi indonesia indahh film jumbo
"['membedakan', 'meraih', 'mimpi', 'jumbo', 'film', 'jumbo', 'full', 'tangan', 'film', 'meraih', 'mimpi', 'ribu', 'penonton', 'semoga', 'jumbo', 'membuka', 'peluang', 'harapan', 'cerita', 'film', 'animasi', 'indonesia', 'tertunda', 'biaya', 'dukungan']",membedakan meraih mimpi jumbo film jumbo full tangan film meraih mimpi ribu penonton semoga jumbo membuka peluang harapan cerita film animasi indonesia tertunda biaya dukungan,"['beda', 'raih', 'mimpi', 'jumbo', 'film', 'jumbo', 'full', 'tangan', 'film', 'raih', 'mimpi', 'ribu', 'tonton', 'moga', 'jumbo', 'buka', 'peluang', 'harap', 'cerita', 'film', 'animasi', 'indonesia', 'tunda', 'biaya', 'dukung']",beda raih mimpi jumbo film jumbo full tangan film raih mimpi ribu tonton moga jumbo buka peluang harap cerita film animasi indonesia tunda biaya dukung
"['film', 'animasi', 'indonesia', 'tonton', 'film', 'meraih', 'mimpi', 'bioskop', 'pas', 'kesamaan', 'jumbo', 'yg', 'lihat', 'elemen', 'musikalnya', 'bang', 'semoga', 'dikasih', 'kesempatan', 'nonton', 'lebaran']",film animasi indonesia tonton film meraih mimpi bioskop pas kesamaan jumbo yg lihat elemen musikalnya bang semoga dikasih kesempatan nonton lebaran,"['film', 'animasi', 'indonesia', 'tonton', 'film', 'raih', 'mimpi', 'bioskop', 'pas', 'sama', 'jumbo', 'yg', 'lihat', 'elemen', 'musikal', 'bang', 'moga', 'kasih', 'sempat', 'nonton', 'lebaran']",film animasi indonesia tonton film raih mimpi bioskop pas sama jumbo yg lihat elemen musikal bang moga kasih sempat nonton lebaran
"['berencana', 'menonton', 'jumbo', 'besok', 'lihat', 'support', 'film', 'animasi', 'indonesia', 'keren']",berencana menonton jumbo besok lihat support film animasi indonesia keren,"['rencana', 'tonton', 'jumbo', 'besok', 'lihat', 'support', 'film', 'animasi', 'indonesia', 'keren']",rencana tonton jumbo besok lihat support film animasi indonesia keren
"['bagus', 'pelajaran', 'yg', 'diambil', 'cerita', 'cocok', 'ditonton', 'anak', 'pemerannya', 'anak', 'keren', 'sih', 'film', 'jumbo', 'semoga', 'film', 'animasi', 'indonesia']",bagus pelajaran yg diambil cerita cocok ditonton anak pemerannya anak keren sih film jumbo semoga film animasi indonesia,"['bagus', 'ajar', 'yg', 'ambil', 'cerita', 'cocok', 'tonton', 'anak', 'per', 'anak', 'keren', 'sih', 'film', 'jumbo', 'moga', 'film', 'animasi', 'indonesia']",bagus ajar yg ambil cerita cocok tonton anak per anak keren sih film jumbo moga film animasi indonesia
"['kalo', 'tau', 'perkembangan', 'film', 'animasi', 'indonesia', 'udah', 'sampe', 'tonton', 'jumbo', 'animasi', 'visual', 'cerita', 'eksekusi', 'bagus', 'animasinya', 'level', 'up', 'film', 'yg', 'seru', 'anak', 'aja', 'orang', 'enjoy', 'ok', 'gas']",kalo tau perkembangan film animasi indonesia udah sampe tonton jumbo animasi visual cerita eksekusi bagus animasinya level up film yg seru anak aja orang enjoy ok gas,"['kalo', 'tau', 'kembang', 'film', 'animasi', 'indonesia', 'udah', 'sampe', 'tonton', 'jumbo', 'animasi', 'visual', 'cerita', 'eksekusi', 'bagus', 'animasi', 'level', 'up', 'film', 'yg', 'seru', 'anak', 'aja', 'orang', 'enjoy', 'ok', 'gas']",kalo tau kembang film animasi indonesia udah sampe tonton jumbo animasi visual cerita eksekusi bagus animasi level up film yg seru anak aja orang enjoy ok gas
