Title,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20
Rumah SHM LT 123 Strategis 10 Menit ke Terminal Sawangan Dibantu KPR J27933,3,3,,123 m²,110 m²,"Bojong Sari, Depok","Rp 1,41 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Minimalis 15 Menit ke Stasiun Depok 1 Lantai Dibantu KPR J-28473,2,1,,60 m²,45 m²,"Sawangan, Depok",Rp 500 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Dijual.rumah Di Pesona Khayangan Margonda Dilokasi Perumahan Yang Tenang Adem Dan Strategis,4,4,2,240 m²,240 m²,"Margonda, Depok","Rp 3,7 Juta",Rumah,Bisa Nego,Bebas Banjir,Dekat Akses Transportasi
Rumah Pinggir Jalan Utama || 600 Jutaan || TANPA DP || Bebas Banjir || Free Biaya Biaya,2,1,1,60 m²,36 m²,"Tapos, Depok",Rp 684 Juta,Rumah,DP 0%,Bebas Banjir,Dekat Akses Transportasi
Jual Murah Rumah di dekat stasiun ,2,1,,60 m²,60 m²,"Citayam, Depok",Rp 240 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
"Rumah Baru Murah di Sawangan, Depok ",2,1,,45 m²,45 m²,"Sawangan, Depok",Rp 230 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Siap Huni Di Perumnas Depok 1 Lokasi Strategis  ,4,2,1,200 m²,180 m²,"Pancoran Mas, Depok","Rp 1,45 Miliar",Rumah,Bisa Nego,Siap Huni,Bebas Banjir
Rumah Selangkah Ke Juanda Dan Tol Margonda Di Pesona Arsitek,4,3,2,115 m²,125 m²,"Sukmajaya, Depok",Rp 1 Miliar,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Bagus Dan Rapi Dekat Tol Limo Meruyung Depok,3,2,1,120 m²,120 m²,"Limo, Depok",Rp 850 Juta,Rumah,Dekat Akses Transportasi,,
"Rumah Asri Dekat Hutan Kota, Villa Cinere Mas",5,4,2,440 m²,502 m²,"Cinere, Depok",Rp 12 Miliar,Rumah,,,
Rumah Unit Terakhir Lokasi Strategis 3Km Ke Stasiun Depok,3,1,1,65 m²,36 m²,"Depok I, Depok",Rp 390 Juta,Rumah,Dekat Akses Transportasi,Dekat Sekolah,
Dijual Rumah 2 Lantai 3 Kamar Tidur Di Beji Depok ,3,2,1,45 m²,64 m²,"Beji, Depok",Rp 800 Juta,Rumah,Bisa Nego,DP 0%,Siap Huni
8 Menit ke Tol Cimanggis | Model Bali | Cicilan 4 jutaan | Free Biaya All In | Bebas Banjir,2,1,1,54 m²,32 m²,"Tapos, Depok",Rp 565 Juta,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai Siap Huni Dekat Gdc Depok ,2,2,1,52 m²,52 m²,"Cilodong, Depok",Rp 480 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Japan Baru Di Sawangan Depok Strategis ,3,3,1,82 m²,60 m²,"Sawangan, Depok",Rp 700 Juta,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai Dekat Solaria Kawasan Grand Depok City,3,3,2,82 m²,90 m²,"Cilodong, Depok","Rp 1,07 Miliar",Rumah,DP 0%,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni Tanah Besar Di Grand Depok City,3,3,2,100 m²,100 m²,"Cilodong, Depok","Rp 1,22 Miliar",Rumah,DP 0%,Siap Huni,Dekat Akses Transportasi
Rumah Sial Huni Di Cluster Grand Dahlia Perumah Grand Depok City,3,3,2,80 m²,90 m²,"Cilodong, Depok","Rp 1,24 Miliar",Rumah,DP 0%,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni Shm Dekat Stasiun Kereta Depok Lama,3,2,1,80 m²,90 m²,"Cilodong, Depok","Rp 1,1 Miliar",Rumah,DP 0%,Siap Huni,Dekat Akses Transportasi
Green Tamin Residence Rumah Tipe 50 2 Lantai,3,2,1,60 m²,50 m²,"Citayam, Depok",Rp 750 Juta,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Sekolah
Lokasi Asri Hanya 7 Menit ke Pintu Tol Cimanggis,2,1,1,70 m²,36 m²,"Cimanggis, Depok",Rp 630 Juta,Rumah,Subsidi,Syariah,Siap Huni
"Rumah Siap Huni 5 Menit ke Tol , Shm dan Bebas Banjir, Free Biaya Biaya",3,2,1,70 m²,73 m²,"Cimanggis, Depok",Rp 890 Juta,Rumah,Subsidi,Syariah,Siap Huni
"Dekat 3 Tol (Sawangan, Krukut, Limo) | SIAP HUNI | Cicilan 7 Jutaan | Tanpa DP | Bebas Banjir",2,1,1,85 m²,40 m²,"Limo, Depok",Rp 875 Juta,Rumah,DP 0%,Siap Huni,Bebas Banjir
Sutera Sawangan (bisa Kpr) By Alam Sutera,3,3,2,84 m²,85 m²,"Sawangan, Depok","Rp 1,47 Miliar",Rumah,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,
Dijual Cepat Rumah Cantik Murah 2 Kamar Tidur Di Bedahan Depok,2,1,1,62 m²,40 m²,"Sawangan, Depok",Rp 550 Juta,Rumah,Bisa Nego,Siap Huni,Bebas Banjir
Rumah Baru Dalam Komplek Pancoran Mas Permai Mampang Depok,3,3,2,84 m²,95 m²,"Pancoran Mas, Depok","Rp 1,35 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan
Dijual Cepat Rumah Murah Villa Mutiara Cibubur Depok,4,4,1,132 m²,160 m²,"Cibubur, Depok","Rp 1,2 Miliar",Rumah,Dekat Akses Transportasi,,
Dijual Rumah Tempat Usaha Margonda Raya Depok,2,2,5,660 m²,376 m²,"Margonda, Depok","Rp 13,5 Miliar",Rumah,,,
Rumah Luas Sawangan 15 Menit Ke Pintu Tol,3,1,3,380 m²,200 m²,"Sawangan, Depok","Rp 2,2 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah 2 Lantai di Depok Dekat Akses Tol,3,2,1,60 m²,60 m²,"Depok II, Depok","Rp 1,3 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Dekat Stasiun Lrt Cibubur Tanpa Dp Free Biaya Biaya,3,2,,66 m²,58 m²,"Harjamukti, Depok",Rp 672 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan
Rumah Dalam Perumahan Area Sawangan ( Bebas Banjir ),3,2,1,77 m²,96 m²,"Sawangan, Depok",Rp 395 Juta,Rumah,Over Kredit,Siap Huni,Bebas Banjir
Rumah Siap Huni Selangkah Ke Universitas Indonesia Kukusan Depok,3,3,1,70 m²,80 m²,"Kukusan, Depok","Rp 1,39 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Investasi Cerdas Di Best Lokasi Cinere Siap Untuk Apa Saja,6,4,2,1100 m²,700 m²,"Cinere, Depok","Rp 10,8 Miliar",Rumah,,,
Rumah 3 Lantai Modern Di Krukut Akses Dekat Gerbang Tol,2,2,1,60 m²,85 m²,"Krukut, Depok",Rp 950 Juta,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Kondisi Baru 2 Lantai 2 Kamar di Depok Fasilitas Lengkap,2,2,1,80 m²,58 m²,"Cibubur, Depok","Rp 1,6 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
"Hunian Mewah Harga Terjangkau Di Depok, Langsung Akses Tol!",2,1,1,56 m²,64 m²,"Tapos, Depok","Rp 1,2 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
"Rumah Murah, 2 Lantai, Cimanggis Depok, 15 Menit Ke Tol Cijago",4,3,1,200 m²,300 m²,"Cimanggis, Depok","Rp 1,7 Miliar",Rumah,Bisa Nego,Siap Huni,Bebas Banjir
rumah bagus murah di Willa Depok Pancoran,2,1,1,72 m²,36 m²,"Pancoran Mas, Depok",Rp 598 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Di Jual Rumah 200 Jutaan Saja Di Derah Sawangan Depok,2,1,1,56 m²,35 m²,"Sawangan, Depok",Rp 285 Juta,Rumah,Siap Huni,Dekat Sekolah,Dekat Tempat Ibadah
Dijual Rumah Scandinavian Strategis Di Sawangan Depok,2,1,1,61 m²,40 m²,"Sawangan, Depok",Rp 540 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah 2 Lantai Strategis Dekat Kampus Ui Depok,3,2,1,76 m²,100 m²,"Beji, Depok","Rp 1,5 Miliar",Rumah,Bisa Nego,DP 0%,Siap Huni
Rumah Ready dekat RS UI akses kurang lebih 1 menit ke Tol Kukusan,4,3,2,72 m²,82 m²,"Krukut, Depok","Rp 1,4 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Mewah 2 Lantai Di Jl Cakung Tapos Kota Depok Lt 1.413m2 Cash Only Njop 6.2m Hitung Tanah,6,5,,1413 m²,735 m²,"Tapos, Depok","Rp 4,8 Miliar",Rumah,,,
Rumah Tanah Luas Siap Huni Dekat Pintu Tol Kukusan Depok,3,3,2,85 m²,130 m²,"Kukusan, Depok","Rp 1,69 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah 2 Lantai Di Cimanggis 10 Menit Ke Stasiun Lrt Cibubur,3,3,2,62 m²,85 m²,"Cimanggis, Depok","Rp 1,04 Miliar",Rumah,Dekat Akses Transportasi,,
Rumah Didepok Tanah Baru Harga 1 M An Mandor Ety Residence Dekat Gerbabg Tol Kukusan Kamar Tidir 3+1,3,3,1,87 m²,120 m²,"Depok II, Depok","Rp 1,2 Miliar",Rumah,Bisa Nego,Siap Huni,Dekat Akses Transportasi
Rumah Baru Murah Pasir Putih Depok Dekat Stasiun dan Pintu Tol,2,1,1,78 m²,48 m²,"Pasir Putih, Depok",Rp 500 Juta,Rumah,Dekat Akses Transportasi,,
"Rumah Depok Bagus Tanah Luas SHM, BU, Siap Huni Dekat Pintu Tol ",3,2,1,121 m²,100 m²,"Krukut, Depok",Rp 900 Juta,Rumah,Bisa Nego,Siap Huni,Bebas Banjir
Rumah Mewah Murah 2 Lantai Bergaya Classic Di Pancoranmas Depok,3,3,1,70 m²,96 m²,"Rangkapanjaya, Depok","Rp 1,2 Miliar",Rumah,DP 0%,Dekat Akses Transportasi,Dekat Sekolah
Rumah Minimalis Siap Huni Dekat Stasiun Kereta Api Depok Baru,2,1,1,60 m²,40 m²,"Tanah Baru, Depok",Rp 570 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Murah Siap Huni Di Tanah Baru Beji Depok,3,3,1,75 m²,105 m²,"Tanah Baru, Depok","Rp 1,1 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Strategis Dekat Pintu Tol Limo Cinere,3,3,2,64 m²,100 m²,"Cinere, Depok","Rp 1,05 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Dua.lantai.cilodong Depok Oke.banget,3,2,1,50 m²,75 m²,"Cilodong, Depok",Rp 575 Juta,Rumah,Bisa Nego,Syariah,Siap Huni
Rumah 2 Lantai Akses Jalan Luas Dekat Ui Dan Brimob Kelapa 2,3,2,1,45 m²,69 m²,"Kelapa Dua, Depok",Rp 885 Juta,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Cantik 2 Lantai Siap Huni Di The Villas Cinere,2,2,1,56 m²,90 m²,"Cinere, Depok","Rp 1,2 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Cluster Cantik Perumahan Permata Cimanggis,4,2,2,155 m²,105 m²,"Tapos, Depok","Rp 2,2 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Mewah Pesona Khayangan Margonda Depok,5,5,2,300 m²,316 m²,"Margonda, Depok","Rp 4,7 Miliar",Rumah,Dekat Sekolah,,
"Rumah 1,5 Lantai Siap Huni Hadap Timur Dekat Stasiun Krl",4,2,1,90 m²,85 m²,"Cipayung, Depok",Rp 650 Juta,Rumah,Bisa Nego,Siap Huni,Bebas Banjir
Rumah Luas Dan Nyaman Di Graha Cinere,7,5,1,350 m²,300 m²,"Limo, Depok","Rp 4,3 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan
Rumah Impian Modern Murah Dan Siap Huni Di Kukusan Depok,3,2,1,63 m²,75 m²,"Kukusan, Depok","Rp 1,4 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
"Promo Hebat! Rumah Minimalis di Mampang Hills, Lokasi Strategis Pancoran Mas, Depok.",3,3,1,120 m²,148 m²,"Pancoran Mas, Depok","Rp 1,65 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Nyaman Siap Huni Di Pangkan Jati,3,3,1,230 m²,160 m²,"Pangkalan Jati, Depok","Rp 2,5 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Dijual Permata Puri I Asri Terawat Cimanggis Depok,5,3,3,1575 m²,550 m²,"Cimanggis, Depok","Rp 12,5 Miliar",Rumah,Dekat Sekolah,,
"Rumah dijual itung tanah saja , cocok untuk gudang, industri UMKM",2,1,8,595 m²,120 m²,"Sawangan, Depok","Rp 2,35 Miliar",Rumah,Bebas Banjir,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan
Dijual Rumah Baru Lt 105 / 84 Bagus Shm Asri,3,2,1,105 m²,84 m²,"Depok I, Depok",Rp 775 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan
"RUMAH 2 LANTAI SIAP HUNI DI PINGGIR JALAN RAYA KRUKUT, LIMO DEPOK SHM ",6,4,4,685 m²,500 m²,"Krukut, Depok",Rp 14 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,
Rumah Dijual Second Di Gandul Lt 96 Lb 120 ,3,2,1,96 m²,120 m²,"Gandul, Depok","Rp 1,25 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Kontrakan 25 Pintu dan Bengkel di Jalan Raya Bojongsari ,25,25,5,902 m²,600 m²,"Bojong Sari, Depok","Rp 7,4 Miliar",Rumah,,,
Rumah Baru Shm Di Beji Depok Bisa Kpr Banyak Bonus,3,2,2,64 m²,81 m²,"Beji, Depok","Rp 1,6 Miliar",Rumah,,,
Dijual Cepat Rumah Tanah Luas Di Tanah Baru Depok,4,3,2,200 m²,105 m²,"Tanah Baru, Depok",Rp 895 Juta,Rumah,Bisa Nego,Siap Huni,Bebas Banjir
Dijual Cepat Rumah Siap Huni Di Perumnas Depok Timur,6,3,1,120 m²,200 m²,"Sukmajaya, Depok","Rp 1,5 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Dijual Rumah Siap Huni Di Raffles Hills Cibubur,2,1,1,90 m²,60 m²,"Cibubur, Depok","Rp 1,2 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan
Rumah Joglo di Sawangan Depok,6,3,2,900 m²,450 m²,"Cinangka, Depok","Rp 7,5 Miliar",Rumah,,,
Rumah strategis murah free kitchen set cuma 200jt an dicitayam,2,1,1,42 m²,33 m²,"Citayam, Depok",Rp 200 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan
Rumah 2 Lantai Kondisi Baru di Depok Modern Bagus Strategis,3,2,1,60 m²,60 m²,"Kelapa Dua, Depok","Rp 1,3 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
"Jual Rumah Baru Cilangkap Perum Cimanggis, 1 Lantai 6x12m² Siap Huni Dan Bagus Lokasi Di Perumahan Dalam Cluster Aquamarine, Dekat Perumahan Cimanggis, Tapos, Cilangkap, Kota Depok.#hamdan",2,1,1,70 m²,36 m²,"Cilangkap, Depok",Rp 750 Juta,Rumah,Siap Huni,,
"Rumah Siap Huni, 2 Lt, Shm, Semi Furnished, Cimanggis, Kota Depok",4,3,3,230 m²,180 m²,"Tugu, Depok","Rp 2,8 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
HUNIAN STARTEGIS DI SUKATANI,4,3,,120 m²,220 m²,"Sukatani, Depok",Rp 900 Juta,Rumah,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,
Rumah Di Pasir Putih Sawangan Depok 7 Menit Akses Ke Transjakarta Dan Stasiun Kereta,2,1,1,60 m²,45 m²,"Pasir Putih, Depok",Rp 500 Juta,Rumah,Bisa Nego,Bebas Banjir,Dekat Akses Transportasi
Rumah Siap Huni Nempel Kawasan Grand Depok City Dan Stasiun Depok,3,3,1,84 m²,90 m²,"Tirtajaya, Depok","Rp 1,16 Miliar",Rumah,DP 0%,Siap Huni,Dekat Akses Transportasi
Yw. DiJual Cepat Rumah Cendana Residen Siap Huni ,3,2,1,75 m²,105 m²,"Ciangsana, Depok","Rp 1,22 Miliar",Rumah,Siap Huni,,
Rumah Shm 2 Lantai Siap Huni Premium Sangat Strategis,3,2,2,99 m²,72 m²,"Studio Alam, Depok",Rp 850 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Baru Nyaman Siap Huni Di Kazoku Living Cinere,4,4,2,70 m²,140 m²,"Cinere, Depok","Rp 1,9 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Nyaman Siap Huni Di Blok J Cinere,5,4,1,300 m²,275 m²,"Limo, Depok","Rp 2,8 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas Dan Nyaman Siap Huni Di Blok J Cinere,7,5,2,343 m²,400 m²,"Cinere, Depok",Rp 4 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Baru . Nyaman . Siap Huni Di Blok J Cinrre,4,3,2,100 m²,116 m²,"Cinere, Depok","Rp 2,35 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Murah Siap Huni Di Griya Pendowo Indah ,3,2,1,135 m²,120 m²,"Limo, Depok","Rp 1,6 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan
Rumah Impian . Nyaman . Siap Huni Di Kukusan,3,2,1,70 m²,80 m²,"Kukusan, Depok","Rp 1,5 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,
 Rumah Modern Dan Nyaman Di Cinere One. Residance. Pangkalan Jati. Cinere,3,2,1,168 m²,264 m²,"Cinere, Depok","Rp 3,55 Miliar",Rumah,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,
Rumah Murah Siap Huni Di Griya Taman Tiga Putra,3,2,1,100 m²,80 m²,"Limo, Depok",Rp 950 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
"Rumah Modern , Eksklusif Di Ammar Residence Cinere - Ready 2 Unit",3,2,1,84 m²,110 m²,"Cinere, Depok","Rp 1,6 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Bagus Nyaman Siap Huni Di Bukit Cinere Indah,4,4,1,220 m²,320 m²,"Cinere, Depok","Rp 3,2 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Bagus Nyaman Siap Huni Di Blok G Cinere Estate,5,2,2,400 m²,198 m²,"Limo, Depok",Rp 4 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Baru Mewah dan Siap Huni Kinaya Andara,4,4,1,119 m²,250 m²,"Cinere, Depok","Rp 4,1 Miliar",Rumah,Siap Huni,,
"Dijual Rumah , Perumahan The Address Cibubur ,Dekat Tol Cimanggis,Bebas Banjir, Keamanan 24 Jam",3,3,1,120 m²,96 m²,"Tapos, Depok","Rp 1,4 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
"Rumah dijual siap huni, dan dekat Cinere Mall, RS puri, Diagram ",3,4,2,156 m²,220 m²,"Cinere, Depok","Rp 3,35 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Dijual Rumah Second Terawat Rapi Lt 244 Lb 125 Didalam Komplek Perumahan,4,3,1,244 m²,125 m²,"Cinere, Depok","Rp 2,75 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Bekas Masih Kokoh Terawat Lt 170 Lb 225 Lokasi Strategis,5,3,2,170 m²,225 m²,"Cinere, Depok","Rp 2,5 Miliar",Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai di Andara Ujung Cinere Luas 1080m,5,3,,1080 m²,680 m²,"Cinere, Depok","Rp 12,5 Miliar",Rumah,,,
Jual Rumak Lt 250 Lb 250 Bebas Banjir Cinere Klaster,4,3,2,250 m²,250 m²,"Cinere, Depok","Rp 4,3 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Fasilitas Kesehatan
Rumah di Gandul Cinere Luas 1031m,3,3,2,1031 m²,700 m²,"Cinere, Depok","Rp 10,5 Miliar",Rumah,,,
Rumah di Pangkalan Jati Cinere Luas 480m,6,3,1,480 m²,225 m²,"Pangkalan Jati, Depok","Rp 4,95 Miliar",Rumah,,,
Rumah di Vila Cinere Mas Murah Luas 500m,4,4,,500 m²,300 m²,"Cinere, Depok","Rp 6,3 Miliar",Rumah,Dekat Pusat Perbelanjaan,,
"Dijual Rumah Lama Di Bawah Njop, Di Margonda Depok , Uk23x38,25m2 . ",1,1,,880 m²,200 m²,"Margonda, Depok","Rp 14,9 Miliar",Rumah,,,
"Rumah Dijual, Dekat Pusat Pendidikan  Serta Shm",6,6,5,750 m²,400 m²,"Cinere, Depok",Rp 4 Miliar,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Jual Rumah Second Lt 275 Lb 288 Cinere Asri Bagus Siap Huni,6,4,1,275 m²,288 m²,"Cinere, Depok","Rp 3,85 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Jual Rumah Second Di Cinere Lt 360 Lb 200 Bagus,6,5,2,360 m²,200 m²,"Cinere, Depok","Rp 5,5 Miliar",Rumah,Bisa Nego,Siap Huni,Bebas Banjir
"Dijual Rumah Shm Butuh Renovasi Hadap Utara , Bebas Bajir ",2,1,1,134 m²,65 m²,"Cinere, Depok","Rp 1,3 Miliar",Rumah,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,
RUMAH DIJUAL CEPAT MURAH DALAM CLUSTER TELAGA GOLF SAWANGAN,4,3,1,122 m²,150 m²,"Sawangan, Depok","Rp 1,3 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan
"Dijual Rumah Luas 240 Di Komplek Favorit Mega Cinere , Dkt Tol",3,2,1,240 m²,200 m²,"Cinere, Depok","Rp 2,3 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
"Promo Juli! Beli Rumah di Mampang Hills, Lokasi Strategis Depok, Cek Promo Mampang Hills Sekarang!",4,3,1,159 m²,126 m²,"Pancoran Mas, Depok","Rp 1,81 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
"Rumah Kokoh Luas 140 Di Bukit Cinere Indah, Dekat Tol",5,4,1,140 m²,150 m²,"Cinere, Depok","Rp 2,15 Miliar",Rumah,Bisa Nego,Bebas Banjir,Dekat Sekolah
Rumah Mewah 2 Lantai Cluster Fortunia Residence - Cinere ,4,4,1,353 m²,424 m²,"Cinere, Depok","Rp 7,5 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Dijual Rumah Shm Bagus Hadap Didalam Cluster Bebas Banjir Hadap,2,1,1,93 m²,85 m²,"Cinere, Depok","Rp 1,3 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Jual Rumah Bekas Di Pangkalan Jati Lt 500.,4,3,3,500 m²,250 m²,"Pangkalan Jati, Depok",Rp 5 Miliar,Rumah,Siap Huni,Bebas Banjir,Dekat Sekolah
"Rumah Dijual, Asri Siap Huni, Bebas Banjir Dan Dekat ",3,3,1,230 m²,240 m²,"Cinere, Depok","Rp 2,4 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
"Rumah 2 Lantai Siap Huni di Mampang Hills Depok, Dekat Tol & Stasiun!",3,2,2,90 m²,92 m²,"Pancoran Mas, Depok","Rp 1,9 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
"Cari Rumah di Depok? Mampang Hills Aja, Promo Spesial Bulan Ini!",3,2,1,72 m²,73 m²,"Pancoran Mas, Depok","Rp 1,32 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
"Rumah 2 Lantai, Shm, Dekat Trans Studio Mall Cibubur Dan Lrt",3,2,1,98 m²,89 m²,"Cimanggis, Depok","Rp 1,79 Miliar",Rumah,Bisa Nego,Siap Huni,Bebas Banjir
"Rumah Cinere Megapolitan Siap Huni, Depok",3,3,2,100 m²,135 m²,"Cinere, Depok","Rp 1,9 Miliar",Rumah,Siap Huni,,
Rumah 2 Lantai Asri Fasilitas Lengkap Dekat Tol Depok,3,2,1,60 m²,60 m²,"Cinere, Depok","Rp 1,3 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni Full Furnished Di Beji Depok ,3,2,1,77 m²,106 m²,"Beji, Depok","Rp 1,15 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Semi Furnished Di Perumahan Maharaja Depok,3,2,1,60 m²,112 m²,"Pancoran Mas, Depok",Rp 985 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,
Rumah Dijual Murah Di Cluster Telaga Golf Sawangan Sudah Renovasi,3,2,1,122 m²,150 m²,"Sawangan, Depok","Rp 1,3 Miliar",Rumah,,,
Rumah Siap Huni Hoek Di Villa Rizki Ilhami Sawangan Depok ,2,1,2,198 m²,104 m²,"Sawangan, Depok","Rp 1,75 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Ready Siap Huni Akses Dekat Ke Stasiun Citayam Kpr Instan,2,1,1,65 m²,44 m²,"Bojong Sari, Depok",Rp 500 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Ready Siap Huni Shm Pecah Dekat Ke Stasiun Krl Kpr Instan,3,2,1,60 m²,66 m²,"Bojong Sari, Depok",Rp 600 Juta,Rumah,DP 0%,Siap Huni,Bebas Banjir
Rumah Siap Huni Apik Di Pancoran Mas Depok,2,1,1,72 m²,36 m²,"Pancoran Mas, Depok",Rp 599 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
